metin,etiket
Yönetici hala fatura onayını bekletiyor.,1
"Raporlama Ekip Lideri tarafından hala tamamlanmadı, işlem bekliyor.",1
"Destek bileti #4516, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ahmet Y. tarafından 5 iş günüdür manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Operasyon ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #7393, Ayşe K. tarafından 3 gündür incelenmedi.",1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Operasyon ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Operasyon ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Yönetici tarafından 48 saattir tamamlanmadı, müşteri bekliyor.",1
"Operasyon ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Ekip Lideri tarafından 3 gündür manuel olarak girilmedi.,1
Destek bileti #3644 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
Müşteri verisi Ekip Lideri tarafından 48 saattir manuel olarak girilmedi.,1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Operasyon ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Destek bileti #8612 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Raporlama Ekip Lideri tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Ayşe K. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ahmet Y. tarafından hala manuel olarak girilmedi.,1
IT Destek ekibi zamanında içinde geri dönüş sağladı.,0
"Ekip Lideri, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Satış ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Destek bileti #8935, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Yönetici hala bütçe onayını bekletiyor.,1
IT Destek ekibi bugün içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ekip Lideri, 1 haftadır yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #5126, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Ayşe K., 5 iş günüdür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Destek bileti #6357 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"İK planlaması tamamlandı, kaynaklar atandı.",0
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
fatura Yönetici tarafından zamanında onaylandı.,0
"Satış planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi Departman Müdürü tarafından 5 iş günüdür manuel olarak girilmedi.,1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Ekip Lideri 5 iş günüdür proje planı onayını bekletiyor.,1
"Operasyon ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Destek bileti #8429 Ayşe K. tarafından çözüldü ve kapatıldı.,0
bütçe Yönetici tarafından zamanında onaylandı.,0
"İK planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Departman Müdürü 1 haftadır bütçe onayını bekletiyor.,1
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Ekip Lideri, 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Ahmet Y. 3 gündür proje planı onayını bekletiyor.,1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
Yönetici 3 gündür bütçe onayını bekletiyor.,1
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"Destek bileti #7466, Ekip Lideri tarafından 48 saattir incelenmedi.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Finans ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Ekip Lideri tarafından hala manuel olarak girilmedi.,1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ahmet Y. hala bütçe onayını bekletiyor.,1
"Satış planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Destek bileti #6526, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Destek bileti #3876, Ahmet Y. tarafından hala incelenmedi.",1
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
"Satış planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
fatura Ayşe K. tarafından zamanında onaylandı.,0
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
Destek bileti #7768 Yönetici tarafından çözüldü ve kapatıldı.,0
"Satış ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Destek bileti #7963 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"Operasyon ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"İK planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #2689, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Destek bileti #3557, Ahmet Y. tarafından 5 iş günüdür incelenmedi.",1
Yönetici 5 iş günüdür proje planı onayını bekletiyor.,1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
İK ekibi bugün içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Destek bileti #1717, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"Finans planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #2616, Ahmet Y. tarafından hala incelenmedi.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Destek bileti #4775 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Finans ekibi zamanında içinde geri dönüş sağladı.,0
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Ayşe K. tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
"Destek bileti #5089, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #6966 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
"Raporlama Ekip Lideri tarafından hala tamamlanmadı, proje gecikiyor.",1
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Ahmet Y. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
Satış ekibi bugün içinde geri dönüş sağladı.,0
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
IT Destek ekibi bugün içinde geri dönüş sağladı.,0
Ayşe K. 1 haftadır bütçe onayını bekletiyor.,1
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"İK planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Ahmet Y. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
"IT Destek planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"Yönetici, 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Ahmet Y. tarafından 48 saattir tamamlanmadı, müşteri bekliyor.",1
Destek bileti #5538 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"İK planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"İK planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #3284 Yönetici tarafından çözüldü ve kapatıldı.,0
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
"Ekip Lideri, hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Departman Müdürü 5 iş günüdür izin talebi onayını bekletiyor.,1
Müşteri verisi Departman Müdürü tarafından 5 iş günüdür manuel olarak girilmedi.,1
Ekip Lideri 3 gündür proje planı onayını bekletiyor.,1
"Destek bileti #9264, Ayşe K. tarafından 1 haftadır incelenmedi.",1
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
proje planı Yönetici tarafından zamanında onaylandı.,0
"İK planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
İK ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"Finans planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Ekip Lideri 5 iş günüdür proje planı onayını bekletiyor.,1
"IT Destek planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, işlem bekliyor.",1
"Destek bileti #8229, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
Destek bileti #4513 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Ekip Lideri, 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
fatura Ekip Lideri tarafından zamanında onaylandı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Satış ekibi bugün içinde geri dönüş sağladı.,0
Müşteri verisi Ahmet Y. tarafından 3 gündür manuel olarak girilmedi.,1
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
Müşteri verisi Ayşe K. tarafından 3 gündür manuel olarak girilmedi.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, proje gecikiyor.",1
"Destek bileti #5471, Departman Müdürü tarafından hala incelenmedi.",1
"İK ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"Ekip Lideri, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Satış planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Satış ekibi bugün içinde geri dönüş sağladı.,0
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Ekip Lideri, 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"Destek bileti #5248, Ahmet Y. tarafından 1 haftadır incelenmedi.",1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Ayşe K. 1 haftadır fatura onayını bekletiyor.,1
"Satış planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
fatura Yönetici tarafından zamanında onaylandı.,0
"Raporlama Ayşe K. tarafından 48 saattir tamamlanmadı, işlem bekliyor.",1
"Destek bileti #3400, Yönetici tarafından hala incelenmedi.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"IT Destek planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Ekip Lideri 1 haftadır bütçe onayını bekletiyor.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ayşe K. tarafından 3 gündür manuel olarak girilmedi.,1
Departman Müdürü 48 saattir bütçe onayını bekletiyor.,1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Yönetici 1 haftadır bütçe onayını bekletiyor.,1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Ayşe K. 5 iş günüdür bütçe onayını bekletiyor.,1
Müşteri verisi Ahmet Y. tarafından 48 saattir manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #7972 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ekip Lideri hala fatura onayını bekletiyor.,1
Müşteri verisi Ekip Lideri tarafından 5 iş günüdür manuel olarak girilmedi.,1
Destek bileti #3901 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"İK planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
fatura Ahmet Y. tarafından zamanında onaylandı.,0
Departman Müdürü 1 haftadır izin talebi onayını bekletiyor.,1
"İK planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #1635, Ayşe K. tarafından 3 gündür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
"Raporlama Ayşe K. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
Destek bileti #4165 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Ayşe K. 5 iş günüdür izin talebi onayını bekletiyor.,1
"Satış ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
izin talebi Yönetici tarafından zamanında onaylandı.,0
"Finans ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Satış planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #3214 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Raporlama Ayşe K. tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
"IT Destek planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Ahmet Y. 48 saattir proje planı onayını bekletiyor.,1
